business_code,name,tci_classification,official_classification,city_name,supplier_code,supplier_name
HO10925,Grace,moderate,3str,Dharamshala,DR10590,Grace
HO11437,Rajwara Palace,budget,4str,Jodhpur,DR10131,Rajwara Palace
HO10890,Niranta Airport Transit Hotel & Lounge,moderate,4str,Mumbai,DR10753,Niranta Airport Transit Hotel & Lounge
HO11018,Fernhills Royal Palace,moderate,3str,Ooty (Udhagamandalam),DR11326,Fernhills Royal Palace
HO10657,The Udai Bagh,budget,4str,Udaipur (RJ),DR10228,The Udai Bagh
HO11083,Fortune Select JP Cosmos,moderate,4str,Bengaluru,DR11419,Fortune Select JP Cosmos
HO11763,Nalanda Retreat,budget,1str,,DR11538,Nalanda Retreat
HO12260,Heritage Hotel Suites & Spa,budget,heritage,Pokhara,DR12655,Heritage Hotel Suites & Spa
HO11930,Kohinoor Continental,budget,4str,Mumbai,DR11538,Kohinoor Continental
HO11176,K K Royal,moderate,5str,Jaipur,DR10275,K K Royal
HO10263,Marine Plaza,moderate,5str,Mumbai,DR10431,Marine Plaza
HO11225,Planters Retreat,moderate,1str,Palakkad,DR11194,Planters Retreat
HO10823,Shivadya Resort And Spa,moderate,4str,Manali,DR10634,Shivadya Resort And Spa
HO11351,The Lalit Laxmi Vilas Palace,first-class,5str,Udaipur (RJ),DR10219,The Lalit Laxmi Vilas Palace
HO11152,Vatsalya Vihar,first-class,1str,Udaipur (RJ),DR11191,Vatsalya Vihar
HO11711,Cabo Serai Resort,budget,3str,Goa,DR11538,Cabo Serai Resort
HO11651,The Manor,budget,4str,New Delhi,DR11538,The Manor
HO10406,Forte Kochi,first-class,5str,Kochi (Cochin),DR10255,Forte Kochi
HO12292,Devi Bhawan,budget,3str,Jodhpur,DR12754,Devi Bhawan
HO11033,Pride Ananya Resort,moderate,4str,Puri,DR11434,Pride Ananya Resort
HO10780,Kanan Beach Resort,moderate,4str,Neeleshwar,DR10729,Kanan Beach Resort
HO11376,SinQ Edge,budget,3str,Goa,DR11520,SinQ Edge
HO11215,Krishna Heritage,moderate,3str,Badami,DR11423,Krishna Heritage
HO10242,WelcomHeritage Traditional Haveli,moderate,5str,Jaipur,DR10717,WelcomHeritage Traditional Haveli
HO10714,Neemrana Fort Palace,first-class,4str,Neemrana,DR11104,Neemrana Fort Palace
HO10212,Travancore Heritage,moderate,4str,Kovalam,DR10429,Travancore Heritage
HO10363,Taj Connemara,first-class,5str,Chennai,DR10894,Taj Connemara
HO10141,Radisson Jass,first-class,5str,Shimla,DR10126,Radisson Jass
HO11730,Gokulam Grand Resort & Spa,moderate,1str,Coorg (Kodagu),DR12504,Gokulam Grand Resort & Spa
HO11356,Carmelia Haven,moderate,3str,Vandanmedu,DR11645,Carmelia Haven
HO11969,Radisson Blu,budget,5str,Nagpur,DR11538,Radisson Blu
HO12275,Divine Lakshmi Ganga,moderate,4str,Rishikesh,DR12300,Divine Lakshmi Ganga
HO11003,Bandhavgarh Jungle Lodge,moderate,2str,Bandhavgarh,DR11282,Bandhavgarh Jungle Lodge
HO12077,Sreechithra Ayurhome,budget,1str,Nattika,DR11538,Sreechithra Ayurhome
HO11152,Vatsalya Vihar,first-class,4str,Udaipur (RJ),DR11191,Vatsalya Vihar
HO10320,Thikana,budget,3str,New Delhi,DR10779,Thikana
HO11484,Bungalow 2,first-class,1str,Jodhpur,DR12219,Bungalow 2
HO10948,Rawai Luxury Tents,moderate,4str,Pushkar,DR11219,Rawai Luxury Tents
HO10979,Maharani Bagh Orchard Retreat,moderate,3str,Ranakpur,DR10741,Maharani Bagh Orchard Retreat
HO11926,Le meridien resort and spa,budget,5str,,DR11538,Le meridien resort and spa
HO10660,The Elgin Mount Pandim,first-class,4str,Pemayangtse (not to be used),DR11055,The Elgin Mount Pandim
HO11262,"Lemon Tree Premier, The Atrium",moderate,5str,Ahmedabad,DR11517,"Lemon Tree Premier, The Atrium"
HO10723,Lemon Tree Premiere (City Center),moderate,4str,Gurgaon,DR10793,Lemon Tree Premiere (City Center)
HO12012,Clouds Valley,budget,4str,Munnar,DR12544,Clouds Valley
HO11135,The Amar Mahal,budget,4str,Udaipur (RJ),DR11545,The Amar Mahal
HO12363,Lemon Tree,moderate,3str,Alwar,DR12814,Lemon Tree
HO10618,Xandari Riverscapes-3BRH,houseboat-first-class,houseboat-platinum,Alappuzha (Alleppey),DR10649,Xandari Riverscapes-3BRH
HO11538,Lockhart Bungalow,first-class,1str,Munnar,DR12192,Lockhart Bungalow
HO10990,Dutch Bungalow,moderate,1str,Kochi (Cochin),DR11263,Dutch Bungalow
HO10643,Trulyy Rudransh Inn,budget,3str,Jodhpur,DR10820,Trulyy Rudransh Inn
HO10041,Niraamaya Retreats,first-class,4str,Kumarakom,DR10111,Niraamaya Retreats
HO10452,Lemon Tree (Sector 60),moderate,4str,Gurgaon,DR10708,Lemon Tree (Sector 60)
HO12252,Nepali Ghar,budget,standard-hotel,Kathmandu,DR12655,Nepali Ghar
HO11456,Mandawa Kothi,moderate,4str,Mandawa,DR12036,Mandawa Kothi
HO12242,Pokhara Grande,moderate,5str,Pokhara,DR12655,Pokhara Grande
HO11862,Rester Select â€“ ITI Circle,budget,3str,,DR11538,Rester Select â€“ ITI Circle
HO10960,Jamtara Wilderness Camp,first-class,1str,Pench,DR11199,Jamtara Wilderness Camp
HO11295,Holiday Inn,moderate,4str,Kolkata,DR11794,Holiday Inn
HO12318,Isla's Ridge,first-class,1str,Dindigul,DR12467,Isla's Ridge
HO11047,Sterling,moderate,4str,Puri,DR11372,Sterling
HO11399,Windflower Resort & Spa,moderate,4str,Bandipur,DR11472,Windflower Resort & Spa
HO11387,Le Meridien,first-class,1str,Amritsar,DR12044,Le Meridien
HO11701,Anahata Retreat,budget,4str,,DR11538,Anahata Retreat
HO10456,Radisson Blu Resort,first-class,5str,Dharamshala,DR10591,Radisson Blu Resort
HO11430,Shiv Vilas,budget,1str,Rishikesh,DR11957,Shiv Vilas
HO11101,The Postcard Cuelim,first-class,5str,Goa,DR11455,The Postcard Cuelim
HO11630,Florence Inn,budget,3str,,DR11538,Florence Inn
HO10376,Taj Lands End,first-class,5str,Mumbai,DR10755,Taj Lands End
HO11840,Welcomhotel By ITC,moderate,5str,Guntur,DR12485,Welcomhotel By ITC
HO11093,Fortune Park,moderate,4str,Haridwar,DR11371,Fortune Park
HO10956,Orchha Palace & Convention Centre,first-class,1str,Orchha,DR10316,Orchha Palace & Convention Centre
HO10121,ITC Windsor,first-class,5str,Bengaluru,DR10494,ITC Windsor
HO10817,Fateh Vilas,first-class,5str,Udaipur (RJ),DR11157,Fateh Vilas
HO10196,Fort Barli,moderate,3str,Barli,DR10581,Fort Barli
HO12163,Double Tree By Hilton,budget,5str,Varanasi,DR11538,Double Tree By Hilton
HO10069,Ranjit's Svaasa,first-class,3str,Amritsar,DR10028,Ranjit's Svaasa
HO12086,Surat Marriott Hotel,budget,5str,,DR11538,Surat Marriott Hotel
HO10536,Coco Lagoon by Great Mount,moderate,4str,Pollachi,DR10735,Coco Lagoon by Great Mount
HO10736,Malligi,budget,3str,Hampi (Hosapete),DR11073,Malligi
HO10273,Narain Niwas Palace,moderate,1str,Jaipur,DR10287,Narain Niwas Palace
HO11732,Evoke Lifestyle,budget,4str,,DR11538,Evoke Lifestyle
HO10795,Bera Safari Lodge,first-class,1str,Pali (RJ) ,DR11119,Bera Safari Lodge
HO11267,Manickam Tourist Home,budget,2str,Kanyakumari,DR11741,Manickam Tourist Home
HO12306,Amaya,first-class,1str,Kasauli,DR12718,Amaya
HO10468,The Oberoi Rajvilas,lux,5str,Agra,DR10177,The Oberoi Rajvilas
HO12090,Maitreya Regency,moderate,1str,Tabo,DR12663,Maitreya Regency
HO11888,The Fern Residency,budget,4str,Bhopal,DR11538,The Fern Residency
HO10445,Sheraton,first-class,5str,New Delhi,DR10390,Sheraton
HO10308,The Leela Ambience (Shahdara),first-class,5str,New Delhi,DR10357,The Leela Ambience (Shahdara)
HO10785,7 Apple,moderate,3str,Aurangabad (MH) ,DR10525,7 Apple
HO11602,Arch Plaza,budget,4str,New Delhi,DR12298,Arch Plaza
HO11081,Fortune Inn Promenade,moderate,4str,Vadodara,DR11374,Fortune Inn Promenade
HO10550,Lemon Tree Vembanad Lake Resort,moderate,4str,Alappuzha (Alleppey),DR10948,Lemon Tree Vembanad Lake Resort
HO11669,Venezia Kerala Houseboat Cruise,budget,1str,,DR11538,Venezia Kerala Houseboat Cruise
HO11563,Drenmo Lodge,first-class,1str,Kargil,DR12333,Drenmo Lodge
HO10300,Ratan Vilas,moderate,3str,Jodhpur,DR10340,Ratan Vilas
HO11770,Planet Hollywood Beach Resort,first-class,5str,Goa,DR12522,Planet Hollywood Beach Resort
HO12343,Cullinan,budget,3str,New Delhi,DR12786,Cullinan
HO10425,Castle Mandawa,first-class,1str,Mandawa,DR10350,Castle Mandawa
HO10767,MGM Beach Resorts,moderate,4str,Muttukadu,DR11149,MGM Beach Resorts
HO10106,Evolve Back,first-class,5str,Hampi (Hosapete),DR10413,Evolve Back
HO10055,Tissas Inn,moderate,3str,Kochi (Cochin),DR10026,Tissas Inn
HO10628,Shahpura Haveli,moderate,5str,Shahpura (Jaipur),DR11022,Shahpura Haveli
HO11773,Clarks Exotica Resort And Camp,budget,4str,,DR11538,Clarks Exotica Resort And Camp
HO11815,Radisson Hyderabad Hitec City,budget,5str,Hyderabad,DR11538,Radisson Hyderabad Hitec City
HO11358,Fairfield By Marriott,moderate,4str,Jaipur,DR12047,Fairfield By Marriott
HO10732,Red Fox (Sector 60),budget,4str,Gurgaon,DR10822,Red Fox (Sector 60)
HO10343,Marari Beach Resort,first-class,5str,Mararikulam,DR10639,Marari Beach Resort
HO11340,Nattika Beach Ayurveda Resort,moderate,1str,Thrissur,DR11496,Nattika Beach Ayurveda Resort
HO11632,Iskcon Guest Ashram,moderate,1str,,DR11538,Iskcon Guest Ashram
HO10648,Ramgarh Lodge - IHCL SeleQtions,first-class,5str,Jaipur,DR10993,Ramgarh Lodge - IHCL SeleQtions
HO12062,Lotus Nikko,budget,3str,Shravasti,DR11538,Lotus Nikko
HO11330,Sinclairs,moderate,3str,Siliguri,DR11465,Sinclairs
HO10934,Amargarh,moderate,4str,Udaipur (RJ),DR10216,Amargarh
HO10650,Crowne Plaza,first-class,5str,Kochi (Cochin),DR10250,Crowne Plaza
HO10588,Zone By The Park,budget,4str,Coimbatore,DR11011,Zone By The Park
HO10707,The Raj Palace,first-class,5str,Jaipur,DR10327,The Raj Palace
HO10600,White Water Cruise,houseboat-moderate,houseboat-silver,Alappuzha (Alleppey),DR10006,White Water Cruise
HO10835,Hyatt Centric,moderate,5str,New Delhi,DR10967,Hyatt Centric
HO10636,Garh Jaisal,moderate,3str,Jaisalmer,DR11024,Garh Jaisal
HO10508,Taj Krishna,first-class,5str,Hyderabad,DR10540,Taj Krishna
HO12265,The Fort Resort,budget,standard-hotel,Nagarkot,DR12655,The Fort Resort
HO11030,Surya Haveli,moderate,3str,Jaipur,DR11193,Surya Haveli
HO11113,ITC Kakatiya,first-class,5str,Hyderabad,DR10616,ITC Kakatiya
HO10683,Indo Hokke,moderate,3str,Rajgir,DR10738,Indo Hokke
HO11991,Estuary Sarovar Portico,budget,3str,,DR11538,Estuary Sarovar Portico
HO11293,Morpho Banashree Resort,moderate,4str,Badami,DR11314,Morpho Banashree Resort
HO11964,Ramada Plaza by Wyndham Palm Grove,budget,5str,Mumbai,DR11538,Ramada Plaza by Wyndham Palm Grove
HO10576,The Pride,moderate,4str,Bengaluru,DR11010,The Pride
HO11947,Rokeby Manor,budget,4str,Mussoorie,DR11538,Rokeby Manor
HO11677,Ten Square,budget,3str,Agra,DR12205,Ten Square
HO12376,Fortune Beach Resort ECR,moderate,1str,Chennai,DR12843,Fortune Beach Resort ECR
HO12002,Peerless Resort,budget,3str,Port Blair,DR11538,Peerless Resort
HO10560,Courtyard By Marriott,moderate,5str,Amritsar,DR11012,Courtyard By Marriott
HO10477,The Connaught - IHCL SeleQtions,first-class,4str,New Delhi,DR10964,The Connaught - IHCL SeleQtions
HO10390,Shahpura House,moderate,5str,Jaipur,DR10323,Shahpura House
HO11243,Siolim House,moderate,4str,Goa,DR11347,Siolim House
HO10652,The Grand Haveli and Resort,budget,1str,Nawalgarh,DR10318,The Grand Haveli and Resort
HO12285,Plutos,budget,1str,New Delhi,DR12737,Plutos
HO12314,Halez Sparsa,moderate,3str,Tiruvannamalai,DR12778,Halez Sparsa
HO12350,The Fern,moderate,5str,Kochi (Cochin),DR12793,The Fern
HO11790,Anila,budget,4str,New Delhi,DR12644,Anila
HO10289,Abad Plaza,budget,3str,Kochi (Cochin),DR10691,Abad Plaza
HO10001,Jai Mahal Palace,lux,5str,Jaipur,DR10055,Jai Mahal Palace
HO10415,Mahabs,budget,3str,Mamallapuram (Mahabalipuram),DR10174,Mahabs
HO10605,Blue Jelly-3BRH,houseboat-lux,houseboat-platinum,Kumarakom,DR10756,Blue Jelly-3BRH
HO11132,The Mountbatten Lodge,first-class,1str,Ranakpur,DR11503,The Mountbatten Lodge
HO11503,Spice Coast Cruises,houseboat-first-class,houseboat-platinum,Alappuzha (Alleppey),DR11068,Spice Coast Cruises
HO10705,Jawai Sagar,moderate,3str,Pali (RJ) ,DR10731,Jawai Sagar
HO10520,Ashhok,moderate,3str,Hassan,DR10712,Ashhok
HO11253,Sibaya Beach Resort,moderate,3str,Goa,DR11463,Sibaya Beach Resort
HO11130,Bagh Villas Jungle Camp & Spa,first-class,1str,Kanha,DR11521,Bagh Villas Jungle Camp & Spa
HO10403,Taj Bangalore,first-class,5str,Bengaluru,DR10505,Taj Bangalore
HO11410,The Crown,first-class,5str,Goa,DR11507,The Crown
HO10532,Aramness,lux,5str,Sasan Gir,DR10411,Aramness
HO11108,Storii By ITC Hotels Shanti Morada,moderate,4str,Goa,DR11445,Storii By ITC Hotels Shanti Morada
HO10766,Ramada Plaza (Guindy),moderate,5str,Chennai,DR10685,Ramada Plaza (Guindy)
HO11707,Bamboo Yoga Retreat,budget,3str,,DR11538,Bamboo Yoga Retreat
HO10174,Germanus,budget,3str,Madurai,DR10664,Germanus
HO10199,Ikaki Niwas,budget,home-stay,Jaipur,DR10271,Ikaki Niwas
HO10923,Chandra Mahal Haveli,moderate,4str,Bharatpur,DR11207,Chandra Mahal Haveli
HO10282,Raj Haveli,budget,3str,Bikaner,DR10827,Raj Haveli
HO10727,Grand Mercure,first-class,5str,Mysuru (Mysore),DR10749,Grand Mercure
HO10977,Vivanta,moderate,5str,Ahmedabad,DR11320,Vivanta
HO10257,The Lodhi,lux,5str,New Delhi,DR10354,The Lodhi
HO11655,The Blossom,budget,1str,,DR11538,The Blossom
HO12286,Sandesh Water Edge,moderate,5str,Kabini,DR12751,Sandesh Water Edge
HO10721,Lemon Tree Premier (Leisure Valley 2),moderate,4str,Gurgaon,DR10971,Lemon Tree Premier (Leisure Valley 2)
HO11265,El Oceano Beach Villas,moderate,1str,Mararikulam,DR10638,El Oceano Beach Villas
HO12274,Test Supplier - Audit Walk Through,first-class,4str,,DR12697,Test Supplier - Audit Walk Through
HO11263,Red Fox,budget,4str,Dehradun,DR11213,Red Fox
HO10211,Souvenir Peppermint,budget,3str,Jaipur,DR10290,Souvenir Peppermint
HO12204,Padmini Bagh Resort,first-class,3str,Udaipur (RJ),DR12238,Padmini Bagh Resort
HO10253,JW Marriott,lux,5str,New Delhi,DR10506,JW Marriott
HO11014,Yog Niketan By Sanskriti,moderate,3str,Rishikesh,DR11217,Yog Niketan By Sanskriti
HO10413,The Gulaal,moderate,3str,Jaisalmer,DR10309,The Gulaal
HO12209,Raghu Mahal,moderate,4str,Udaipur (RJ),DR12637,Raghu Mahal
HO12315,Kaithal Resort,moderate,1str,Kasauli,DR12565,Kaithal Resort
HO11311,Signature Club Resort,moderate,3str,Bengaluru,DR11796,Signature Club Resort
HO11776,Hyatt Regency,budget,5str,Dehradun,DR11538,Hyatt Regency
HO12282,Jagatpur Lodge,moderate,standard-resort,Chitwan,DR12655,Jagatpur Lodge
HO10493,Rawla Narlai,moderate,3str,Narlai,DR10561,Rawla Narlai
HO12319,Marli Hill Bungalow,first-class,1str,Ooty (Udhagamandalam),DR12471,Marli Hill Bungalow
HO11312,The Lalit Ashok,moderate,5str,Bengaluru,DR11015,The Lalit Ashok
HO10885,Seven Palms Desert Camp,budget,1str,Jaisalmer,DR10899,Seven Palms Desert Camp
HO11073,Comfort Inn,budget,3str,Udaipur (RJ),DR11366,Comfort Inn
HO10668,Taj Bekal Resort & Spa,first-class,5str,Bekal,DR10582,Taj Bekal Resort & Spa
HO10032,Abad Whispering Palms,budget,4str,Kumarakom,DR10098,Abad Whispering Palms
HO10147,Regency Sameera,moderate,3str,Vellore,DR10438,Regency Sameera
HO12119,The Great Ganga,budget,3str,Rishikesh,DR11538,The Great Ganga
HO11096,The Leela Bhartiya City,moderate,5str,Bengaluru,DR11461,The Leela Bhartiya City
HO10410,Golden Haveli,budget,3str,Jaisalmer,DR10320,Golden Haveli
HO11813,Zip By Spree Hyde,budget,1str,Goa,DR11538,Zip By Spree Hyde
HO11438,Golden Haveli,first-class,4str,New Delhi,DR12040,Golden Haveli
HO10693,Comfort Inn,budget,3str,Lucknow,DR11077,Comfort Inn
HO10882,Umaid Bhawan,moderate,4str,Jaipur,DR10103,Umaid Bhawan
HO11134,The Ummaid Bagh Resort,budget,2str,Bundi,DR11436,The Ummaid Bagh Resort
HO10581,Welcomhotel By ITC Hotels,moderate,5str,Bengaluru,DR10860,Welcomhotel By ITC Hotels
HO11329,Lemon Tree,moderate,4str,Hyderabad,DR11525,Lemon Tree
HO10760,Hyatt Centric,moderate,5str,Bengaluru,DR10877,Hyatt Centric
HO10842,Courtyard Kochi Airport,moderate,5str,Kochi (Cochin),DR10157,Courtyard Kochi Airport
HO10969,The Belgadia Palace,first-class,1str,Baripada,DR11267,The Belgadia Palace
HO12297,Amar Bagh Resort,moderate,3str,Pushkar,DR12755,Amar Bagh Resort
HO10345,The Promenade,moderate,4str,Puducherry (Pondicherry),DR10819,The Promenade
HO11901,Avasa,budget,5str,,DR11538,Avasa
HO12125,Radisson Blu Palace Resort And Spa,budget,5str,,DR11538,Radisson Blu Palace Resort And Spa
HO10663,Jehan Numa Palace,first-class,5str,Bhopal,DR11050,Jehan Numa Palace
HO11906,Killa Bhawan Lodge (KB Lodge),budget,3str,Jaisalmer,DR11538,Killa Bhawan Lodge (KB Lodge)
HO10397,Spice Village,first-class,4str,Thekkady (Periyar/Kumily),DR10292,Spice Village
HO10518,Amrit Bhawan,first-class,1str,Haridwar,DR10989,Amrit Bhawan
HO12325,Rawla Bisalpur,first-class,1str,Pali (RJ) ,DR12776,Rawla Bisalpur
HO10102,Surya International,budget,3str,New Delhi,DR10391,Surya International
HO10301,Wayanad Wild,moderate,3str,Wayanad,DR10461,Wayanad Wild
HO10000,Andaz,first-class,5str,New Delhi,DR10014,Andaz
HO12272,The Old Court House,moderate,1str,Kochi (Cochin),DR12701,The Old Court House
HO11121,The Retreat,budget,1str,Agra,DR11487,The Retreat
HO11478,Kesar Bagh,moderate,1str,Jojawar,DR12204,Kesar Bagh
HO11046,The Park,moderate,5str,Chennai,DR10687,The Park
HO10182,Xandari Pearl,first-class,4str,Mararikulam,DR10667,Xandari Pearl
HO11754,LaRiSa Beach Resort,budget,3str,,DR11538,LaRiSa Beach Resort
HO11256,Hyatt,first-class,5str,Ahmedabad,DR11604,Hyatt
HO11321,Golden Sands,budget,1str,Puri,DR11543,Golden Sands
HO11835,Nataraj Sarovar Portico Jhansi,budget,4str,Jhansi,DR11538,Nataraj Sarovar Portico Jhansi
HO12121,Chrissie's,budget,3str,,DR11538,Chrissie's
HO10631,Great Trails Riverview Resort,first-class,3str,Thanjavur (Tanjore),DR11003,Great Trails Riverview Resort
HO10927,The House Of MG,moderate,4str,Ahmedabad,DR11260,The House Of MG
HO10873,Radisson Blu (Paschim Vihar),moderate,5str,New Delhi,DR10383,Radisson Blu (Paschim Vihar)
HO10818,Bhanwar Niwas,first-class,4str,Bikaner,DR11156,Bhanwar Niwas
HO11619,Godwin,budget,4str,Meerut,DR12412,Godwin
HO12183,Holywater By Ganga Kinare,moderate,1str,Rishikesh,DR12334,Holywater By Ganga Kinare
HO12182,Vijay Vilas Palace,budget,1str,Palitana,DR11538,Vijay Vilas Palace
HO11876,The Fern Habitat,budget,1str,Jaipur,DR11538,The Fern Habitat
HO11758,Maitree Resort,budget,3str,,DR11538,Maitree Resort
HO11107,Fortune Park,moderate,4str,Hubballi (Hubli),DR11367,Fortune Park
HO10997,Deventure,budget,4str,New Delhi,DR11234,Deventure
HO12365,Brij Eternity,first-class,1str,Vrindavan,DR12809,Brij Eternity
HO11261,Radisson Blu,first-class,5str,Coimbatore,DR11798,Radisson Blu
HO11968,Ramee Guestline (Khar),moderate,3str,Mumbai,DR12790,Ramee Guestline (Khar)
HO10406,Forte Kochi,first-class,1str,Kochi (Cochin),DR10255,Forte Kochi
HO10394,Vivanta (IT Expressway),moderate,5str,Chennai,DR10897,Vivanta (IT Expressway)
HO11319,Clarks Avadh,moderate,5str,Lucknow,DR11289,Clarks Avadh
HO10369,Diggi Palace,moderate,5str,Jaipur,DR10258,Diggi Palace
HO10341,Lakes and Lagoon - 3 BRH,houseboat-first-class,houseboat-gold,,DR10241,Lakes and Lagoon - 3 BRH
HO12255,Maya Manor Boutique,budget,standard-hotel,Kathmandu,DR12655,Maya Manor Boutique
HO10109,Taj Aravali Resort And Spa,first-class,5str,Udaipur (RJ),DR10208,Taj Aravali Resort And Spa
HO11585,Indian Summer House,moderate,1str,Muvattupuzha,DR12410,Indian Summer House
HO11036,Pride,moderate,1str,Udaipur (RJ),DR11441,Pride
HO10516,Lemon Tree,budget,3str,Katra,DR10152,Lemon Tree
HO12128,Ramada Plaza,budget,1str,,DR11538,Ramada Plaza
HO10597,Blue Jelly,houseboat-lux,houseboat-platinum,Alappuzha (Alleppey),DR10756,Blue Jelly
HO10314,El Paradiso,budget,2str,Thekkady (Periyar/Kumily),DR10264,El Paradiso
HO11481,Eros,moderate,5str,New Delhi,DR11062,Eros
HO11462,Parallel,moderate,1str,Udaipur (RJ),DR12042,Parallel
HO12037,Atmantan Wellness Resort,budget,1str,,DR11538,Atmantan Wellness Resort
HO10145,Taj Ganges,first-class,5str,Varanasi,DR10086,Taj Ganges
HO12032,Gem Park,budget,4str,,DR11538,Gem Park
HO11380,Glitz,budget,3str,Jaipur,DR11889,Glitz
HO11759,Mary Budden Estate,first-class,4str,Binsar,DR12746,Mary Budden Estate
HO11117,Gir Serai - IHCL SeleQtions,moderate,5str,Sasan Gir,DR11335,Gir Serai - IHCL SeleQtions
HO11214,Justa Brij Bhoomi Resort,moderate,4str,Nathdwara,DR12032,Justa Brij Bhoomi Resort
HO10620,The Oberoi Grand,lux,5str,Kolkata,DR10432,The Oberoi Grand
HO11853,ITC Grand Bharat,lux,5str,Gurgaon,DR12450,ITC Grand Bharat
HO10996,Accord,moderate,4str,Puducherry (Pondicherry),DR10936,Accord
HO11855,Fragrant Nature,moderate,4str,Kollam (Quilon),DR12499,Fragrant Nature
HO10995,Colonel's Retreat 2,moderate,2str,New Delhi,DR10895,Colonel's Retreat 2
HO12007,Four Points By Sheraton,budget,4str,Amritsar,DR11538,Four Points By Sheraton
HO11670,The Divine Hima,budget,1str,,DR11538,The Divine Hima
HO12220,Heritage Hotel,budget,standard-hotel,Bhaktapur,DR12655,Heritage Hotel
HO11761,Annapurna,budget,1str,,DR11538,Annapurna
HO11746,Kyriad Prestige,moderate,4str,Goa,DR12526,Kyriad Prestige
HO12304,Planters Homestay,moderate,1str,Kottayam,DR12275,Planters Homestay
HO11590,Khumani,budget,4str,Udaipur (RJ),DR12231,Khumani
HO12018,Hyatt Centric,budget,1str,Chandigarh,DR11538,Hyatt Centric
HO11880,MM Legacy,budget,3str,,DR11538,MM Legacy
HO11475,Country Inn & Suites,budget,4str,Gurgaon,DR12054,Country Inn & Suites
HO12364,Lemon Tree,moderate,1str,Rishikesh,DR12785,Lemon Tree
HO10808,Fateh Safari Resort,moderate,3str,Kumbhalgarh,DR11126,Fateh Safari Resort
HO12122,Mewar Villas,moderate,1str,Udaipur (RJ),DR10986,Mewar Villas
HO10365,The Bangala,moderate,1str,Karaikudi,DR10721,The Bangala
HO12196,Balaram Palace Resort,moderate,3str,Chitrasani,DR12498,Balaram Palace Resort
HO11285,Lemon Tree,moderate,3str,Amritsar,DR11532,Lemon Tree
HO11443,Sukhdham Kothi,budget,1str,Kota (RJ) ,DR11611,Sukhdham Kothi
